3.002016842365264893e-01,6.997982859611511230e-01
6.408975720405578613e-01,3.591023981571197510e-01
5.377705693244934082e-01,4.622294604778289795e-01
4.464342296123504639e-01,5.535658001899719238e-01
5.592561960220336914e-01,4.407438337802886963e-01
6.893079876899719238e-01,3.106919825077056885e-01
5.778079628944396973e-01,4.221920371055603027e-01
2.538092136383056641e-01,7.461907863616943359e-01
5.593929886817932129e-01,4.406070411205291748e-01
3.906059265136718750e-01,6.093940734863281250e-01
4.118701517581939697e-01,5.881298780441284180e-01
2.447711080312728882e-01,7.552288770675659180e-01
3.268180191516876221e-01,6.731819510459899902e-01
5.947328805923461914e-01,4.052671492099761963e-01
4.181441664695739746e-01,5.818558335304260254e-01
8.404700160026550293e-01,1.595299541950225830e-01
7.881916761398315430e-01,2.118083238601684570e-01
3.254553973674774170e-01,6.745446324348449707e-01
4.118701517581939697e-01,5.881298780441284180e-01
6.338904500007629395e-01,3.661095499992370605e-01
7.724611759185791016e-01,2.275387942790985107e-01
2.577661573886871338e-01,7.422338724136352539e-01
4.118701517581939697e-01,5.881298780441284180e-01
9.489393830299377441e-01,5.106062069535255432e-02
3.038303852081298828e-01,6.961696147918701172e-01
7.490622997283935547e-01,2.509377300739288330e-01
6.767178177833557129e-01,3.232821524143218994e-01
9.433644413948059082e-01,5.663555860519409180e-02
4.755736589431762695e-01,5.244263410568237305e-01
4.547737836837768555e-01,5.452262163162231445e-01
4.551821649074554443e-01,5.448178648948669434e-01
5.231080651283264160e-01,4.768919646739959717e-01
6.187561750411987305e-01,3.812438249588012695e-01
6.293343305587768555e-01,3.706656396389007568e-01
4.840447902679443359e-01,5.159551501274108887e-01
7.439616918563842773e-01,2.560382783412933350e-01
7.857960462570190430e-01,2.142039239406585693e-01
3.166302442550659180e-01,6.833697557449340820e-01
6.303415298461914062e-01,3.696584701538085938e-01
3.401814401149749756e-01,6.598185896873474121e-01
7.506099343299865723e-01,2.493901103734970093e-01
4.840447902679443359e-01,5.159551501274108887e-01
4.755736589431762695e-01,5.244263410568237305e-01
3.429401218891143799e-01,6.570599079132080078e-01
6.419876217842102051e-01,3.580123782157897949e-01
2.742236554622650146e-01,7.257763147354125977e-01
5.892395600676536560e-02,9.410760402679443359e-01
