1.872780472040176392e-01,8.127219676971435547e-01
7.765849828720092773e-01,2.234149873256683350e-01
5.628591179847717285e-01,4.371409118175506592e-01
4.600846171379089355e-01,5.399153828620910645e-01
5.702732205390930176e-01,4.297267198562622070e-01
8.124072551727294922e-01,1.875927746295928955e-01
5.402538776397705078e-01,4.597461819648742676e-01
1.844299882650375366e-01,8.155699968338012695e-01
4.345516264438629150e-01,5.654483437538146973e-01
5.160334110260009766e-01,4.839666485786437988e-01
3.652258813381195068e-01,6.347741484642028809e-01
2.303252816200256348e-01,7.696747183799743652e-01
3.127354681491851807e-01,6.872645616531372070e-01
5.172413587570190430e-01,4.827586710453033447e-01
4.553851485252380371e-01,5.446149110794067383e-01
7.482109665870666504e-01,2.517890632152557373e-01
7.323235869407653809e-01,2.676763832569122314e-01
4.800821542739868164e-01,5.199177861213684082e-01
3.652258813381195068e-01,6.347741484642028809e-01
6.294995546340942383e-01,3.705004155635833740e-01
7.747000455856323242e-01,2.252999246120452881e-01
2.287183701992034912e-01,7.712815999984741211e-01
3.652258813381195068e-01,6.347741484642028809e-01
8.967838883399963379e-01,1.032161116600036621e-01
2.789848148822784424e-01,7.210151553153991699e-01
9.245657324790954590e-01,7.543428242206573486e-02
7.540993690490722656e-01,2.459006011486053467e-01
9.171171784400939941e-01,8.288284391164779663e-02
5.152277946472167969e-01,4.847721755504608154e-01
4.859552681446075439e-01,5.140447020530700684e-01
4.713393747806549072e-01,5.286606550216674805e-01
7.329301834106445312e-01,2.670697867870330811e-01
5.981204509735107422e-01,4.018794894218444824e-01
6.735341548919677734e-01,3.264658749103546143e-01
4.768333733081817627e-01,5.231666564941406250e-01
6.362564563751220703e-01,3.637435138225555420e-01
8.230458498001098633e-01,1.769541352987289429e-01
4.399816393852233887e-01,5.600183606147766113e-01
6.374736428260803223e-01,3.625263571739196777e-01
3.687102496623992920e-01,6.312897801399230957e-01
8.304994702339172363e-01,1.695005446672439575e-01
4.768333733081817627e-01,5.231666564941406250e-01
5.152277946472167969e-01,4.847721755504608154e-01
4.198183715343475342e-01,5.801815986633300781e-01
7.153755426406860352e-01,2.846244275569915771e-01
2.530665695667266846e-01,7.469334006309509277e-01
1.204772293567657471e-01,8.795227408409118652e-01
7.868937849998474121e-01,2.131062000989913940e-01
1.204772293567657471e-01,8.795227408409118652e-01
7.885288000106811523e-01,2.114712297916412354e-01
8.230458498001098633e-01,1.769541352987289429e-01
2.735827267169952393e-01,7.264172434806823730e-01
2.390510290861129761e-01,7.609489560127258301e-01
2.303252816200256348e-01,7.696747183799743652e-01
5.180386900901794434e-01,4.819613397121429443e-01
2.869277596473693848e-01,7.130722403526306152e-01
4.052631855010986328e-01,5.947367548942565918e-01
9.303106665611267090e-01,6.968935579061508179e-02
5.217216610908508301e-01,4.782783389091491699e-01
2.816280424594879150e-01,7.183719277381896973e-01
3.146156370639801025e-01,6.853843331336975098e-01
8.075086474418640137e-01,1.924913674592971802e-01
5.047526359558105469e-01,4.952474236488342285e-01
1.061207428574562073e-01,8.938792347908020020e-01
8.280388116836547852e-01,1.719611734151840210e-01
2.277266085147857666e-01,7.722734212875366211e-01
5.628591179847717285e-01,4.371409118175506592e-01
4.198183715343475342e-01,5.801815986633300781e-01
8.652293682098388672e-01,1.347706019878387451e-01
4.585829377174377441e-01,5.414170622825622559e-01
6.053579449653625488e-01,3.946420550346374512e-01
7.547561526298522949e-01,2.452438473701477051e-01
5.390068888664245605e-01,4.609931707382202148e-01
5.310385823249816895e-01,4.689614474773406982e-01
1.716034263372421265e-01,8.283965587615966797e-01
8.210362195968627930e-01,1.789638102054595947e-01
3.146156370639801025e-01,6.853843331336975098e-01
7.747000455856323242e-01,2.252999246120452881e-01
3.567298054695129395e-01,6.432701349258422852e-01
7.545604705810546875e-01,2.454395443201065063e-01
2.210043519735336304e-01,7.789956331253051758e-01
7.555526494979858398e-01,2.444473206996917725e-01
4.430905580520629883e-01,5.569094419479370117e-01
3.304769992828369141e-01,6.695230007171630859e-01
